成分代碼,核價成分代碼,核價成分名稱
6828000900,6828000900,LUTEINIZING HOUMONE (=LH)
6828000901,6828000900,LUTEINIZING HOUMONE HUMAN
6828001010,6828001010,HUMAN SOMATROPIN
6828001100,6828001100,GLYPRESSIN
6828001300,6828001300,OCTREOTIDE
6828001310,6828001300,OCTREOTIDE
6828001800,6828001800,MECASERMIN
6828001910,6828001910,PASIREOTIDE
6832000100,6832000100,ALLYLESTRENOL
6832000200,6832000200,DYDROGESTERONE
6832000300,6832000300,ETHISTERONE
6832000301,6832000300,ETHISTERONE
6832000500,6832000500,HYDROXYPROGESTERONE
6832000501,6832000500,HYDROXYPROGESTERONE
6832000510,6832000500,HYDROXYPROGESTERONE
6832000511,6832000500,HYDROXYPROGESTERONE
6832000600,6832000600,LYNESTRENOL
6832000700,6832000700,MEDROXYPROGESTERONE
6832000710,6832000700,MEDROXYPROGESTERONE
6832001710,6832000700,MEDROXYPROGESTERONE
6832001000,6832001000,NORGESTREL
6832001001,6832001000,NORGESTREL
6832001002,6832001000,NORGESTREL
6832001003,6832001000,NORGESTREL
6832001100,6832001100,PROGESTERONE
6832001110,6832001100,PROGESTERONE
6832001800,6832001800,MEDROGESTONE
6832002000,6832002000,GESTRINONE
6832002300,6832002300,ILOPROST
68320024XX,68320024XX,TREPROSTINIL SODIUM
6836000110,6836000110,CALCITONIN SALMON
6836000200,6836000110,CALCITONIN SALMON
6836400200,6836400200,LIOTHYRONINE
6836400210,6836400200,LIOTHYRONINE
6836400300,6836400300,THYROID
6836400400,6836409400,IODINE LECITHIN (=JOLECITHIN)
6836409400,6836409400,IODINE LECITHIN (=JOLECITHIN)
6836800100,6836800100,CARBIMAZOLE
6836800200,6836800200,CARNITINE
6836800202,6836800200,CARNITINE
6836800203,6836800200,CARNITINE
6836800210,6836800200,CARNITINE
6836800213,6836800200,CARNITINE
6836800214,6836800200,CARNITINE
6836800220,6836800200,CARNITINE
8804000400,6836800200,CAROTENE
9602060400,6836800200,CAROTENE
6836800230,6836800230,L-CARNITINE
6836800300,6836800300,METHIMAZOLE
2808200800,6836800500,PROPYPHENAZONE
6836800500,6836800500,PROPYLTHIOURACIL
7200000200,7200000200,BUPIVACAINE
7200000210,7200000200,BUPIVACAINE
7200000215,7200000200,BUPIVACAINE
7200000216,7200000200,BUPIVACAINE
7200008216,7200000200,BUPIVACAINE
7200000300,7200000300,CLOVE
7200000305,7200000300,CLOVE
7200000310,7200000300,CLOVE
7200000500,7200000500,DIBUCAINE
7200000510,7200000500,DIBUCAINE
7200009510,7200000500,DIBUCAINE
9600085600,7200000500,DIBUCAINE
7200000700,7200000700,ETHYL CHLORIDE
7200001000,7200001000,LIDOCAINE
7200001001,7200001000,LIDOCAINE
7200001010,7200001000,LIDOCAINE
7200001015,7200001000,LIDOCAINE
7200001050,7200001000,LIDOCAINE
7200081015,7200001000,LIDOCAINE
7200081016,7200001000,LIDOCAINE
7200091010,7200001000,LIDOCAINE
7200091015,7200001000,LIDOCAINE
7200001500,7200001500,TETRACAINE
7200001510,7200001500,TETRACAINE
7200091510,7200001500,TETRACAINE
7200001700,7200001700,BUTYL AMINOBENZOATE
7200009200,7200009200,PRILOCAINE
7600000100,7600000100,BROMOCRIPTINE
7600000110,7600000100,BROMOCRIPTINE
7600009110,7600000100,BROMOCRIPTINE
7600000300,7600000300,DINOPROST
7600000310,7600000300,DINOPROST
7600009310,7600000300,DINOPROST
7600000400,7600000400,DINOPROSTONE
7600000412,7600000400,DINOPROSTONE
7600009412,7600000400,DINOPROSTONE
7600000500,7600000500,ERGONOVINE
7600000510,7600000500,ERGONOVINE
7600000700,7600000700,METHYLERGONOVINE
7600000710,7600000700,METHYLERGONOVINE
7600000800,7600000800,OXYTOCIN
7600000810,7600000800,OXYTOCIN
7600000900,7600000900,SPARTEINE
7600000910,7600000900,SPARTEINE
7600000915,7600000900,SPARTEINE
7600000920,7600000900,SPARTEINE
7600001100,7600001100,LISURIDE
7600001110,7600001100,LISURIDE
7600001200,7600001200,METERGOLINE
7600001410,7600001410,ROPINIROLE (HCL)
7600001600,7600001600,BIMATOPROST
7600001700,7600001700,TRAVOPROST
Z102100679,7600001700,TRAVOPROST
7600001820,7600001820,ATOSIBAN ACETATE CORRESPONDING TO ATOSIBAN
7800000100,7800000100,SODIUM PHOSPHATE
7800000150,7800000100,SODIUM PHOSPHATE
7800000310,7800000310,Radium-223 chloride
7804000300,7804000300,MOLYBDENUM
9200098800,7804000300,MOLYBDENUM
9200098870,7804000300,MOLYBDENUM
80040000X1,80040000X1,IMMUNOGLOBULIN
2012101911,8004000100,ANTI-HEMOPHILIC FACTOR HUMAN PLASMA (TOTAL PROTEIN)
8004000100,8004000100,ANTIHEMOPHILIC FACTOR
8004000101,8004000100,ANTIHEMOPHILIC FACTOR
8004000110,8004000100,ANTIHEMOPHILIC FACTOR
8004000112,8004000112,"antihemophilic Factor (Recombinant), Fc Fusion Protein)"
8004000200,8004000200,ALBUMIN
8004000201,8004000200,ALBUMIN
8004000210,8004000200,ALBUMIN
8004000211,8004000200,ALBUMIN
8004000212,8004000200,ALBUMIN
8004003700,8004000200,ALBUMIN
8004000500,8004000500,IMMUNOGLOBULIN
8004000503,8004000500,IMMUNOGLOBULIN
8004000510,8004000500,IMMUNOGLOBULIN
8004000511,8004000500,IMMUNOGLOBULIN
8004000512,8004000500,IMMUNOGLOBULIN
8004000520,8004000520,"GAMMA GLOBULIN, ANTI-RHO (D)"
0001280000,8004000600,IMMUNOGLOBULIN
8004000600,8004000600,IMMUNOGLOBULIN
8004000603,8004000600,IMMUNOGLOBULIN
8004000620,8004000600,IMMUNOGLOBULIN
8004000622,8004000600,IMMUNOGLOBULIN
8004000606,8004000606,HUMAN IMMUNOGLOBULIN PROTEINS
8004000720,8004000720,HUMAN PLASMA PROTEIN WITH A FACTOR VIII INHIBITOR
1600000312,8004000800,FIBRINOGEN
1600000321,8004000800,FIBRINOGEN
8004000800,8004000800,FIBRINOGEN
8004000801,8004000800,FIBRINOGEN
8004000810,8004000800,FIBRINOGEN
8004000910,8004000910,A. ACUTUS ANTIVENIN
8004001011,8004001011,B. MULTICINCTUS ANTIVENIN BIVALENT
8004001110,8004001110,N. NAJA ATRA ANTIVENIN
8004001210,8004001210,TR. MUCROSQUAMATUS ANTIVENIN
8004001310,8004001310,TR. GRAMINEUS ANTIVENIN
8004001400,8004001400,HEPATITIS A
8004001410,8004001410,HEPATITIS A ANTIBODY
8004001510,8004001510,HEPATITIS B IMMUNE GLOBULIN
8004001600,8004001600,PERTUSSIS
8004001800,8004001800,TETANUS
8004001810,8004001800,TETANUS IMMUNE GLOBULIN
8004001820,8004001800,TETANUS IMMUNE GLOBULIN
8004001821,8004001800,TETANUS IMMUNE GLOBULIN
8004001830,8004001800,TETANUS ANTIGEN
8004001831,8004001800,TETANUS ANTIGEN
8006000200,8004001800,TETANUS ANTITOXIN
8006000210,8004001800,TETANUS ANTITOXIN
8008000200,8004001800,TETANUS TOXOID
8008000210,8004001800,TETANUS TOXOID
8008000211,8004001800,TETANUS TOXOID
8008000221,8004001800,TETANUS TOXOID
8012000810,8004001800,TETANUS IMMUNE GLOBULIN
8012000820,8004001800,TETANUS TOXOID
8012000830,8004001800,TETANUS ANTITOXIN
8012001900,8004001800,TETANUS VACCINE
8004002400,8004002400,IMMUNOGLOBULIN
8004002610,8004002610,MS ANTIGEN
8004002800,8004002800,ANTIHEPATITIS B
8004002811,8004002800,ANTIHEPATITIS B
8004002900,8004002900,FACTOR II
8004003000,8004003000,FACTOR VII
8004003200,8004003200,FACTOR X
8004003302,8004003302,Antihemophilic Factor (Recombinant) PEGylated
8004003400,8004003400,CAPSULAR POLYSACCHARIDE PURIFIED
8004003500,8004003500,IMMUNOGLOBULIN
8004003X99,8004003X99,FACTOR ⅦA RECOMBINANT COAGULATION ( ＝ EPTACOG  ALFA )
8004004100,8004004100,ANTIVENIN OF D.RUSSELLII
8004004300,8004004300,RABIES IMMUNE GLOBULIN
8004004400,8004004400,EQUINE ANTIRABIES IMMUNE GLOBULIN
8004004600,8004004600,C1 ESTERASE INHIBITOR
0000846000,8006000300,DIPHTHERIA TOXOID
8006000300,8006000300,DIPHTHERIA ANTITOXIN
8008000100,8006000300,DIPHTHERIA TOXOID
8008000110,8006000300,DIPHTHERIA TOXOID
8008000111,8006000300,DIPHTHERIA TOXOID
8008000112,8006000300,DIPHTHERIA TOXOID
8008000121,8006000300,DIPHTHERIA TOXOID
8012000200,8012000200,B.C.G. VACCINE
8012000201,8012000200,B.C.G. VACCINE
8012000202,8012000200,B.C.G. VACCINE
8012000640,8012000640,JAPANESE ENCEPHALITIS INACTIVE VIRUS PROTEIN (NAKAYAMA STRAIN)
8012000660,8012000660,"Live, attenuated, recombinant Japanese encephalitis virus"
8012001800,8012001800,DIPHTHERIA VACCINE
8012001801,8012001800,DIPHTHERIA VACCINE
8012002000,8012002000,HEPATITIS B VACCINE
8012002310,8012002310,"LIVE ATTENUATED VARICELLA VIRUS VACCINE,OKA STRAIN"
8012002320,8012002320,OKA/MERCK VARICELLA VIRUS
8012002410,8012002410,A/(SYDNEY)/5/97(H3N2) STRAIN
8012002420,8012002420,A/(BEJING)/262/95(H1N1)STRAIN
8012002430,8012002430,B/SHANGDONG/7/97 STRAIN
8012006000,8012006000,A/H1N1 STRAIN
8012006100,8012006100,A/H3N2 STRAIN
8012006200,8012006200,B/STRAIN
8012015000,8012015000,INACTIVATED RABIES VIRUS
8081110300,8081110300,"Hepatitis A Virus, Purified, Inactivated"
8081211000,8081211000,"HEPATITIS B, ANTIGEN, SURFACE"
8081220000,8081220000,HEPATITIS B， ANTIBODY
8082002300,8082002300,HBs ANTIBODY CONTENT
8084000300,8084000300,UREA PEROXIDASE
8180200100,8180200100,GANCICLOVIR
8240000101,8240000101,MURINE MONOCLONAL ANTIBODY CD3 (=MUROMONAL CD3)
8404000300,8404000300,ETHACRIDINE
8404000310,8404000300,ETHACRIDINE
8404000315,8404000300,ETHACRIDINE
8404000900,8404000900,SODIUM MERTHIOLATE
8404200200,8404200200,CROTAMITON
8404200500,8404200500,LINDANE
8404200700,8404200700,PERMETHRIN
8404400200,8404400200,GRAMICIDIN
8404400201,8404400200,GRAMICIDIN
8404400219,8404400200,GRAMICIDIN
8404400300,8404400200,GRAMICIDIN
8404400310,8404400200,GRAMICIDIN
8404409219,8404400200,GRAMICIDIN
8404400400,8404400400,FUSAFUNGINE
8404400500,8404400500,MUPIROCIN
8404600400,8404600410,BENZETHONIUM CHLORIDE
8404600410,8404600410,BENZETHONIUM CHLORIDE
8404600415,8404600410,BENZETHONIUM CHLORIDE
8404600500,8404600500,BENZODODECINIUM
8404600600,8404600600,BORIC ACID
8404600810,8404600810,CETALKONIUM CHLORIDE
8404601080,8404601080,CETRIMIDE
8404601300,8404601300,CETYLPYRIDINIUM
8404601310,8404601300,CETYLPYRIDINIUM
8404601315,8404601300,CETYLPYRIDINIUM
8404601600,8404601600,CHLORQUINALDOL
8404601800,8404601800,HEXACHLOROPHENE
8404602000,8404602000,IODINE
8404695000,8404602000,IODINE
8404603400,8404603400,POVIDONE-IODINE
8404693400,8404603400,POVIDONE-IODINE
8404603700,8404603700,BITHIONOL
8404603900,8404603900,THIMEROSAL (=SODIUM ETHYLMERCURITHIOSALICYLATE)
8404605400,8404605400,POTASSIUM PERMANGANATE
8404800210,8404800210,CAPRYLATE SODIUM
8404800400,8404800400,CLOTRIMAZOLE
8404801200,8404801200,THYMOL
8404801205,8404801200,THYMOL
8404801210,8404801200,THYMOL
8404801300,8404801300,TOLNAFTATE
8404801500,8404801500,UNDECYLENIC ACID
8404801510,8404801500,UNDECYLENIC ACID
8404801520,8404801500,UNDECYLENIC ACID
8404801530,8404801500,UNDECYLENIC ACID
9600019730,8404801500,UNDECYLENIC ACID
8404801540,8404801540,UNDECENOATE
8404801550,8404801550,UNDECYLENAMIDE SULFOSUCCINATE DISODIUM
8404802500,8404802500,BIFONAZOLE
8404802600,8404802600,TOLCICLATE
8405001000,8405001000,BUROSUMAB
8405002000,8405002000,VOSORITIDE
8406000100,8406000100,ACETAMIDOCAPROIC ACID
0001187000,8406000200,AZULENE
5604004200,8406000200,AZULENE
8406000200,8406000200,AZULENE
8406000201,8406000200,AZULENE
8406001400,8406000200,AZULENE
8406001410,8406000200,AZULENE
8406001420,8406000200,AZULENE
8406000300,8406000300,BECLOMETHASONE
8406000310,8406000300,BECLOMETHASONE
8406000330,8406000300,BECLOMETHASONE
8406000500,8406000500,CARBENOXOLONE
8406000510,8406000500,CARBENOXOLONE
8406000600,8406000600,CLOBETASOL
8406000610,8406000600,CLOBETASOL
8406000611,8406000600,CLOBETASOL
8406000800,8406000800,FLUMETHASONE
8406000810,8406000800,FLUMETHASONE
8406000900,8406000900,FLUOCINOLONE
8406000910,8406000900,FLUOCINOLONE
8406000920,8406000900,FLUOCINOLONE
8406001000,8406001000,FLUOCINONIDE
8406001100,8406001100,FLUOCORTOLONE
8406001110,8406001100,FLUOCORTOLONE
8406001120,8406001100,FLUOCORTOLONE
8406091110,8406001100,FLUOCORTOLONE
8406091120,8406001100,FLUOCORTOLONE
0001051000,8406001200,FLUOROMETHOLONE
8406001200,8406001200,FLUOROMETHOLONE
8406001210,8406001200,FLUOROMETHOLONE
8406001520,8406001520,HALCINONIDE MICRO
8406002000,8406002000,DIMETHYL SULFOXIDE
8406002100,8406002100,BUDESONIDE
6804001021,8406002230,FLUTICASONE
8406002210,8406002230,FLUTICASONE
8406002220,8406002230,FLUTICASONE
8406002230,8406002230,FLUTICASONE
8408000100,8408000100,CAMPHOR
8408000101,8408000100,CAMPHOR
8408000103,8408000100,CAMPHOR
8408000104,8408000100,CAMPHOR
8408000105,8408000100,CAMPHOR
8408000121,8408000100,CAMPHOR
8408000182,8408000100,CAMPHOR
8480000140,8408000100,CAMPHOR
8408000180,8408000180,CAMPHORATE TINCTURE
8408000184,8408000184,CAMPHORATE PHENOL
8408000300,8408000300,MENTHOL
8408000302,8408000300,MENTHOL
8408000303,8408000300,MENTHOL
8408000305,8408000300,MENTHOL
8408000400,8408000400,MESULPHEN
8408001100,8408000400,MESULPHEN
9200020600,8408000400,MESULPHEN
8408000500,8408000500,PHENAZOPYRIDINE
8408000510,8408000500,PHENAZOPYRIDINE
8408000700,8408000700,PRAMOXINE
8408000710,8408000700,PRAMOXINE
8408000800,8408000800,THESIT(=POLIDOCANOL)
8408001200,8408001200,TAR
9602901800,8408001200,TAR
8410000500,8410000500,TURPENTINE
8410000505,8410000500,TURPENTINE
8410000510,8410000500,TURPENTINE
8410000570,8410000500,TURPENTINE
8412000401,8412000401,CIMICIFUGA EXTRACT
8412001100,8412001100,HAMAMELIS VIRGINIANA
8412001101,8412001100,HAMAMELIS VIRGINIANA
8412001102,8412001100,HAMAMELIS VIRGINIANA
8412001300,8412001300,ALUMINUM POTASSIUM SULFATE DODECAHYDRATE (=ALUM)
8412002350,8412002350,ALUMINUM POTASSIUM SULFATE DODECAHYDRATE (=ALUM)
8416000100,8416000100,ALLANTOIN
8416000300,8416000300,ALUMINUM DIHYDROXYALLANTOINATE (=ALDIOXA)
8416000310,8416000310,DIHYDROXYALUMINIUM ALLANTOINATE
8416000320,8416000310,DIHYDROXYALUMINUM ALLANTOINATE
8416000640,8416000640,CHLOROPHYLL SODIUM COPPER
8416000671,8416000640,CHLOROPHYLLIN
8416000700,8416000700,PANTHENOL
8416000701,8416000700,PANTHENOL
8416000702,8416000700,PANTHENOL
8416000703,8416000700,PANTHENOL
8812300120,8416000700,PANTHENOL
8416001100,8416001100,UREA
8416001200,8416001200,UREA PEROXIDE
8416001400,8416001400,DIHYDROXYMETHYL N，N-  CARBAMIDE
8420000100,8420000100,SODIUM LAURYL SULFATE
8420000120,8420000100,SODIUM LAURYL SULFATE
8420000500,8420000100,SODIUM LAURYL SULFATE
8420000600,8420000100,SODIUM LAURYL SULFATE
8420000700,8420000100,SODIUM LAURYL SULFATE
8420000780,8420000100,SODIUM LAURYL SULFATE
9600064300,8420000100,SODIUM LAURYL SULFATE
8424120100,8424120100,BENZOIN
8424120300,8424120300,LANOLIN (=LANOLIN HYDRATE)
8424120303,8424120300,LANOLIN (=LANOLIN HYDRATE)
8424120310,8424120300,LANOLIN (=LANOLIN HYDRATE)
8424120320,8424120300,LANOLIN (=LANOLIN HYDRATE)
8424120330,8424120300,LANOLIN (=LANOLIN HYDRATE)
8424120340,8424120300,LANOLIN (=LANOLIN HYDRATE)
8424120350,8424120300,LANOLIN (=LANOLIN HYDRATE)
8424120351,8424120300,LANOLIN (=LANOLIN HYDRATE)
8424120360,8424120300,LANOLIN (=LANOLIN HYDRATE)
8424120370,8424120300,LANOLIN (=LANOLIN HYDRATE)
8424120400,8424120300,LANOLIN (=LANOLIN HYDRATE)
8424120600,8424120600,LIQUID PARAFFIN
8424120681,8424120600,LIQUID PARAFFIN
8424120882,8424120882,HYDROPHILIC OINTMENT
8424121900,8424121900,POLYETHYLENE GLYCOL 4000
8424121910,8424121900,POLYETHYLENE GLYCOL 4000
8424122450,8424122450,SILICA HYDRATED(R =CARPLEX)
8424122520,8424122600,SILICON (=SILIC ACID)
8424122521,8424122600,SILICON (=SILIC ACID)
8424122522,8424122600,SILICON (=SILIC ACID)
8424122530,8424122600,SILICON (=SILIC ACID)
8424122531,8424122600,SILICON (=SILIC ACID)
8424122600,8424122600,SILICON (=SILIC ACID)
8424122605,8424122600,SILICON (=SILIC ACID)
8424122610,8424122600,SILICON (=SILIC ACID)
8424122680,8424122600,SILICON (=SILIC ACID)
8424122681,8424122600,SILICON (=SILIC ACID)
8424122682,8424122600,SILICON (=SILIC ACID)
8424122683,8424122600,SILICON (=SILIC ACID)
8424122692,8424122600,SILICON (=SILIC ACID)
8424122693,8424122600,SILICON (=SILIC ACID)
8424122694,8424122600,SILICON (=SILIC ACID)
8424122695,8424122600,SILICON (=SILIC ACID)
8424122699,8424122600,SILICON (=SILIC ACID)
9600082200,8424122600,SILICON (=SILIC ACID)
9900031100,8424122600,SILICON (=SILIC ACID)
9900031300,8424122600,SILICON (=SILIC ACID)
8424400200,8424400200,METHYL SALICYLATE
8424800101,8424800101,ARACHIS OIL (EXTRACT OF CRUDE COAL TAR)
8424800102,8424800101,ARACHIS OIL (EXTRACT OF CRUDE COAL TAR)
8424800300,8424800300,COLLODION (FLEXIBLE)
8428000100,8428000100,ANTHRALIN
8428000200,8428000200,BENZOIC ACID
8428000300,8428000300,BENZOYL PEROXIDE
8428000350,8428000300,BENZOYL PEROXIDE
8428000391,8428000300,BENZOYL PEROXIDE
8428009350,8428000300,BENZOYL PEROXIDE
8428009391,8428000300,BENZOYL PEROXIDE
8428000500,8428000500,RESORCINOL (=RESORCIN)
8428000510,8428000500,RESORCINOL (=RESORCIN)
8428000520,8428000500,RESORCINOL (=RESORCIN)
8428000530,8428000500,RESORCINOL (=RESORCIN)
8428000691,8428000691,ISOTRETINOIN
8412001900,8428000700,SALICYLIC ACID
8428000700,8428000700,SALICYLIC ACID
9600954400,8428000700,SALICYLIC ACID
8428000900,8428000900,SULFUR
8428000901,8428000900,SULFUR
8428000902,8428000900,SULFUR
8428000910,8428000900,SULFUR
8428000920,8428000900,SULFUR
8428000950,8428000900,SULFUR
8428001600,8428001600,SODIUM BISULFIDE
8428002000,8428002000,TAZAROTENE
8432000100,8432000100,COAL TAR
8432000180,8432000100,COAL TAR
8436000200,8436000200,BACTERIUM COLI
8436000600,8436000600,DIETHYLAMINO SALICYLATE
8436000900,8436000900,ETOFENAMATE
8436001000,8436001000,ETRETINATE
8436002110,8436002110,CADEXOMER IODINE
8450400100,8450400100,HYDROQUINONE
8450400300,8450400300,AZELAIC ACID
8450400400,8450400400,IVERMECTIN
8450600100,8450600100,METHOXSALEN
8450600200,8450600200,TRIOXSALEN
8600000600,8600000600,BENCYCLANE
8600000610,8600000600,BENCYCLANE
8600000800,8600000800,DIPROPHYLLINE
8600000810,8600000800,DIPROPHYLLINE
8600002600,8600000800,DIPROPHYLLINE
8600009810,8600000800,DIPROPHYLLINE
8600001000,8600001000,ETHAVERINE (=ETHYLPAPAVERINE)
8600001010,8600001000,ETHAVERINE (=ETHYLPAPAVERINE)
8600001200,8600001200,FENPIVERINIUM
8600001210,8600001200,FENPIVERINIUM
8600001300,8600001300,FLOPROPIONE
8600001400,8600001400,OXTRIPHYLLINE
8600001510,8600001510,PAPAVERINE
8600001600,8600001600,PROXYPHYLLINE
8600001800,8600001800,CYCLONIUM IODIDE (=OXAPIUM IODIDE)
8600002000,8600002000,OCTAMYLAMINE (=OCTINUM D)
8600002010,8600002000,OCTAMYLAMINE (=OCTINUM D)
8600002020,8600002000,OCTAMYLAMINE (=OCTINUM D)
8600002200,8600002200,DEANOL BENZILATE HCL
8600002210,8600002200,DEANOL BENZILATE HCL
8600002700,8600002700,4’-(BETA-PIPERIDINO-ETHOXY)-BENZOPHENONE-CARBOZYLIC ACI
8600002900,8600002900,FENOVERINE
8600100100,8600100100,THEOPHYLLINE
8600100150,8600100100,THEOPHYLLINE
8600100160,8600100100,THEOPHYLLINE
8600100200,8600100100,THEOPHYLLINE
8600100300,8600100100,THEOPHYLLINE
8600100402,8600100100,THEOPHYLLINE
8600100403,8600100100,THEOPHYLLINE
8600100600,8600100100,THEOPHYLLINE
8600109150,8600100100,THEOPHYLLINE
8600109160,8600100100,THEOPHYLLINE
8600109600,8600100100,THEOPHYLLINE
2412402000,8600100500,CHOLINE THEOPHYLLINATE
8600100500,8600100500,CHOLINE THEOPHYLLINATE
8612001100,8612001100,PROPIVERINE
Z104100018,8612001100,PROPIVERINE
8800000100,8800000100,UBIQUINONE
8800000200,8800000200,UBIDECARENONE
8804000100,8804000100,VITAMIN A
8804000102,8804000100,VITAMIN A
8804000103,8804000100,VITAMIN A
8804000105,8804000100,VITAMIN A
8804000110,8804000100,VITAMIN A
8804000111,8804000100,VITAMIN A
8804000120,8804000100,VITAMIN A
8804000200,8804000100,VITAMIN A
8804000201,8804000100,VITAMIN A
8804000202,8804000100,VITAMIN A
8804000211,8804000100,VITAMIN A
8804000300,8804000100,VITAMIN A
8804000302,8804000100,VITAMIN A
8804000310,8804000100,VITAMIN A
8804009100,8804000100,VITAMIN A
8804009102,8804000100,VITAMIN A
8804009105,8804000100,VITAMIN A
8804009110,8804000100,VITAMIN A
8804009120,8804000100,VITAMIN A
8804009130,8804000100,VITAMIN A
8804009140,8804000100,VITAMIN A
8804009150,8804000100,VITAMIN A
8804009200,8804000100,VITAMIN A
8804009201,8804000100,VITAMIN A
8804009202,8804000100,VITAMIN A
8804009211,8804000100,VITAMIN A
8804009300,8804000100,VITAMIN A
8804009310,8804000100,VITAMIN A
8804009400,8804000100,VITAMIN A
8804009401,8804000100,VITAMIN A
8804009500,8804000100,VITAMIN A
8810000100,8810000100,BIOTIN
8810000101,8810000100,BIOTIN
8810000104,8810000100,BIOTIN
8810000110,8810000100,BIOTIN
8810000120,8810000100,BIOTIN
8810000130,8810000100,BIOTIN
8810000131,8810000100,BIOTIN
8810009104,8810000100,BIOTIN
8810009131,8810000100,BIOTIN
8810000500,8810000500,VITAMIN B
8810000600,8810000600,YEAST (=TORULA YEAST)
8810000603,8810000600,YEAST (=TORULA YEAST)
8810000610,8810000600,YEAST (=TORULA YEAST)
8810000620,8810000600,YEAST (=TORULA YEAST)
8810000690,8810000600,YEAST (=TORULA YEAST)
8810000700,8810000700,BREWERS YEAST
8810100125,8810100125,DICETHIAMINE
8810100300,8810100300,OCTOTIAMINE
0002024000,8810600100,PYRIDOXINE
8810600100,8810600100,PYRIDOXINE
8810600200,8810600100,PYRIDOXINE
8810600300,8810600100,PYRIDOXINE
8810600400,8810600100,PYRIDOXINE
8810600500,8810600100,PYRIDOXINE
8810600600,8810600100,PYRIDOXINE
8810600750,8810600100,PYRIDOXINE
8810600800,8810600100,PYRIDOXINE
8810600900,8810600100,PYRIDOXINE
8810609300,8810600100,PYRIDOXINE
8810609600,8810600100,PYRIDOXINE
8811200400,8811200400,VITAMINE B12 (=HYDROXOCOBALAMIN)
8811200405,8811200400,VITAMINE B12 (=HYDROXOCOBALAMIN)
8811200410,8811200400,VITAMINE B12 (=HYDROXOCOBALAMIN)
8811200411,8811200400,VITAMINE B12 (=HYDROXOCOBALAMIN)
8811200415,8811200400,VITAMINE B12 (=HYDROXOCOBALAMIN)
8811200420,8811200400,VITAMINE B12 (=HYDROXOCOBALAMIN)
8811209411,8811200400,VITAMINE B12 (=HYDROXOCOBALAMIN)
8811209415,8811200400,VITAMINE B12 (=HYDROXOCOBALAMIN)
8811209420,8811200400,VITAMINE B12 (=HYDROXOCOBALAMIN)
0000679000,8811209800,VITAMIN B12 (COBALAMIN)
2004809100,8811209800,VITAMIN B12 (COBALAMIN)
8811200200,8811209800,VITAMIN B12 (COBALAMIN)
8811200300,8811209800,VITAMIN B12 (COBALAMIN)
8811200310,8811209800,VITAMIN B12 (COBALAMIN)
8811200311,8811209800,VITAMIN B12 (COBALAMIN)
8811200312,8811209800,VITAMIN B12 (COBALAMIN)
8811200320,8811209800,VITAMIN B12 (COBALAMIN)
8811200321,8811209800,VITAMIN B12 (COBALAMIN)
8811200322,8811209800,VITAMIN B12 (COBALAMIN)
8811200323,8811209800,VITAMIN B12 (COBALAMIN)
8811200324,8811209800,VITAMIN B12 (COBALAMIN)
8811200350,8811209800,VITAMIN B12 (COBALAMIN)
8811200360,8811209800,VITAMIN B12 (COBALAMIN)
8811200370,8811209800,VITAMIN B12 (COBALAMIN)
8811200500,8811209800,VITAMIN B12 (COBALAMIN)
8811200600,8811209800,VITAMIN B12 (COBALAMIN)
8811200700,8811209800,VITAMIN B12 (COBALAMIN)
8811200800,8811209800,VITAMIN B12 (=COBALAMIN)
8811209310,8811209800,VITAMIN B12 (COBALAMIN)
8811209311,8811209800,VITAMIN B12 (COBALAMIN)
8811209312,8811209800,VITAMIN B12 (COBALAMIN)
8811209320,8811209800,VITAMIN B12 (COBALAMIN)
8811209321,8811209800,VITAMIN B12 (COBALAMIN)
8811209322,8811209800,VITAMIN B12 (COBALAMIN)
8811209323,8811209800,VITAMIN B12 (COBALAMIN)
8811209340,8811209800,VITAMIN B12 (COBALAMIN)
8811209350,8811209800,VITAMIN B12 (COBALAMIN)
8811209360,8811209800,VITAMIN B12 (COBALAMIN)
8811209600,8811209800,VITAMIN B12 (COBALAMIN)
8811209800,8811209800,VITAMIN B12 (=COBALAMIN)
8811209830,8811209800,VITAMIN B12 (=COBALAMIN)
8811400100,8811400100,PANTETHINE
8811400150,8811400100,PANTETHINE
8811600100,8811600100,FOLIC ACID
8811600150,8811600100,FOLIC ACID
8811609300,8811600100,FOLIC ACID
0001783000,8812300100,PANTOTHENIC ACID
8416001810,8812300100,PANTOTHENIC ACID
8812300100,8812300100,PANTOTHENIC ACID
8812300101,8812300100,PANTOTHENIC ACID
8812300111,8812300100,PANTOTHENIC ACID
8812300200,8812300100,PANTOTHENIC ACID
8812300201,8812300100,PANTOTHENIC ACID
8812300204,8812300100,PANTOTHENIC ACID
8812300300,8812300100,PANTOTHENIC ACID
8812300400,8812300100,PANTOTHENIC ACID
8812309200,8812300100,PANTOTHENIC ACID
8812309201,8812300100,PANTOTHENIC ACID
8812309300,8812300100,PANTOTHENIC ACID
8812309301,8812300100,PANTOTHENIC ACID
8812309400,8812300100,PANTOTHENIC ACID
8813200100,8813200100,PARA-AMINOBENZOIC ACID (=PABA)
8813200104,8813200100,PARA-AMINOBENZOIC ACID (=PABA)
8818000100,8818000100,ALFACALCIDOL
8818000300,8818000300,CHOLECALCIFEROL (=VIT D3)
8818000301,8818000300,CHOLECALCIFEROL (=VIT D3)
8818008220,8818000300,CHOLECALCIFEROL (=VIT D3)
